cell,x1,x2,x3,x4,x5,x6,x7,x8,x9
b.cells,0.020439116,0.06751108,-0.16454478,-0.07117565,-0.027153974,0.023053769,0.00018818729,-0.010504234,0.01673743
b.cells,0.019923177,0.0601296,-0.14424282,-0.028128428,0.006491194,0.01886233,-0.031426106,0.060330614,0.008445519
b.cells,0.023427604,0.05635524,-0.122887164,0.026735827,9.793332e-5,0.049475525,-0.022112167,0.024088204,0.0038516663
b.cells,0.0415686,0.058837153,-0.12364425,0.005383346,-0.021455593,0.029522045,-0.03428551,0.028809465,-0.007770763
b.cells,0.01454765,0.07275741,-0.1641327,-0.06300725,-0.015306335,-0.038720142,0.039836954,-0.05539107,0.017402196
b.cells,0.01919353,0.042748842,-0.100467116,-0.018329628,-0.032276224,0.03770269,-0.021549338,0.06661398,-0.00047260214
b.cells,0.036608804,0.067033574,-0.17033444,-0.057555597,-0.018004332,0.043007996,0.0071182786,0.011829817,-0.031494923
b.cells,0.03783501,0.08844017,-0.18885261,-0.02957893,0.0029542712,0.034064148,-0.025429312,0.024472514,-0.029053044
b.cells,0.040497076,0.06492563,-0.11945752,0.008704713,0.0086700525,0.0017415369,-0.037719924,0.05340764,-0.01819304
b.cells,0.025215492,0.031760838,-0.06913121,-0.021612383,-0.023348738,0.020208314,-0.02433129,0.0067044958,0.01541201
b.cells,0.027326558,0.062491845,-0.1015028,-0.008562739,-0.008122598,0.027595643,-0.014829374,0.037654657,-0.03968939
b.cells,0.01735995,0.047167286,-0.12194837,-0.054244637,0.011794115,0.02442372,0.012477672,0.047217116,0.022272587
b.cells,0.048672587,0.07918568,-0.21801619,-0.08391204,-0.0069285985,0.048065037,0.0003806267,-0.008385863,-0.036519058
b.cells,0.026220372,0.047262724,-0.088517666,-0.006195612,-0.0019416333,0.020668074,-0.030365426,0.016446289,-0.011829959
b.cells,0.001556637,0.061449498,-0.12971812,-0.044761438,-0.017638823,0.0064583286,0.013284423,0.022668941,0.013394229
b.cells,0.027163489,0.061450727,-0.14281231,-0.013814002,0.006233738,0.019163348,-0.018225983,0.056558847,0.032841135
b.cells,0.03319291,0.043476712,-0.11280471,-0.020337218,-0.0077956007,0.014029078,0.018234875,-0.0009329867,0.006113
b.cells,0.006563379,0.05329075,-0.119366206,-0.053766243,0.004581351,0.03671655,-0.013675024,0.02081512,-0.0077280835
b.cells,0.062253743,0.058079835,-0.116272844,0.0017746626,-0.0099810725,0.021256102,-0.043334663,0.0076263943,-0.025447091
b.cells,-0.00026303146,0.103605226,-0.1574215,-0.061457347,-0.008993284,-0.06621364,0.068707444,-0.08286897,-0.029454889
b.cells,0.023379816,0.049047697,-0.09465986,-0.014636362,-0.0018631689,0.026043808,-0.04681341,0.04288769,0.007037556
b.cells,-0.0053750793,0.0507311,-0.12522687,-0.07117696,-0.009368672,-0.0047604996,0.009810085,-0.031430062,-0.030961446
b.cells,0.037594207,0.06639661,-0.16548721,-0.03514172,-0.009364695,0.035820674,-0.039345447,0.023824202,-0.026352897
b.cells,0.046529356,0.072540395,-0.17040025,-0.050962355,-0.02905576,-0.00038399227,0.0010218964,-0.024444042,0.034415964
b.cells,0.014583399,0.07026897,-0.14414902,-0.086195245,-0.0139772445,-0.02067422,0.07124663,-0.066467196,-0.00019774574
b.cells,0.036868203,0.05372834,-0.1450584,0.0016615242,-0.019314276,0.010355676,-0.022577465,0.039854895,-0.002363055
b.cells,0.020668196,0.04710771,-0.11598561,-0.030812869,0.01526148,-0.004056394,-0.0154095655,0.03428405,-0.032730382
b.cells,0.05296707,0.058608662,-0.13103007,-0.0110106515,-0.010334239,0.04854405,-0.026222872,0.029794773,0.00887757
b.cells,-0.007924677,0.11764801,-0.18845381,-0.10912144,-0.0032196932,-0.0988629,0.106409684,-0.13821675,-0.04459188
b.cells,0.018713485,0.058577348,-0.125267,-0.022481587,-0.020572554,-0.005896143,0.0017304369,-0.030685155,0.0051161256
b.cells,0.009858254,0.030016743,-0.14283542,-0.08787047,-0.016007239,-0.024990987,0.043105673,-0.037848663,0.034408547
b.cells,0.01407427,0.032807387,-0.10964866,-0.030137517,-0.012860252,0.01418348,0.020609306,0.026517713,0.026038729
b.cells,0.02223623,0.037504084,-0.12316278,-0.040308844,-0.0120927,0.019024886,0.0060384367,-0.013696338,-0.042567782
b.cells,-0.00091902993,0.05008415,-0.13552438,-0.046391234,-0.009540752,0.034489464,0.01845577,0.041449845,0.03279119
b.cells,0.026130682,0.051528558,-0.10241008,-0.012847856,-0.012723584,0.027411526,-0.028820045,-0.021145413,0.031563636
b.cells,0.038747665,0.05967151,-0.12898375,0.007659336,-0.028502503,0.005629999,-0.024393,0.018801408,-0.014308465
b.cells,0.00025335877,0.05079165,-0.15377718,-0.057337705,-0.010571897,-0.0012955893,0.01643037,0.018792689,-0.010786737
b.cells,0.062047806,0.048705906,-0.13832083,0.015994813,-0.0033747475,-0.012802763,-0.02136379,-0.031168371,-0.0029130464
b.cells,0.03775372,0.078150466,-0.1227896,0.008945117,-0.016119698,0.008762687,-0.043985326,0.038730774,0.010043996
b.cells,0.048334606,0.048833195,-0.112560466,0.006671274,-0.02584933,-0.0024485255,-0.0032781025,-0.035005525,0.036791302
b.cells,0.023235565,0.056505363,-0.10355461,-0.01725894,-0.006793363,0.0093868,-0.027823132,0.005771773,-0.006720776
b.cells,0.03176293,0.056434758,-0.10990508,-0.0176707,-0.0014272027,0.039074488,-0.00633829,0.0097394865,-0.0058238455
b.cells,0.008368164,0.06086171,-0.14983925,-0.042103976,-0.015088788,0.026829941,0.023567522,-0.020170279,0.0035523856
b.cells,0.026581503,0.059977937,-0.15403788,-0.058339514,-0.008171601,-0.0007512984,0.034340892,-0.0569986,-0.048635043
b.cells,0.019326089,0.051895473,-0.117974125,-0.041761737,0.0010762799,0.03940663,0.010147107,0.003699426,-0.015995964
b.cells,-0.01942761,0.053279866,-0.11198545,-0.10407468,-0.038631827,-0.0500051,0.029636675,-0.060439054,0.064741224
b.cells,0.031988297,0.086598866,-0.20079018,-0.050436173,-0.043540325,-0.031742644,0.01601168,-0.05159814,0.02124568
b.cells,0.021115493,0.04607512,-0.07784799,-0.026937557,-0.028660208,-0.018575322,-0.001869251,-0.04541086,0.005601881
b.cells,6.2832485e-5,0.04054296,-0.08671458,-0.03627847,-0.01211551,0.03068857,0.015837986,0.035681512,-0.010713447
b.cells,0.038234122,0.04091518,-0.10283201,-0.016479097,-0.016849274,0.020708682,-0.011095872,-0.033275787,0.037648264
b.cells,0.02340928,0.047493145,-0.140895,-0.03912096,0.010410457,0.029887699,0.00343295,0.03719806,-0.021645075
b.cells,0.048677836,0.06890593,-0.13527817,-0.01644438,-0.0130742565,0.00017756653,-0.008452153,0.00088923844,-0.04635248
b.cells,-0.0022137414,0.031537972,-0.106078565,-0.042255487,0.0022784672,0.014473613,-0.0088208895,0.05077245,0.012061106
b.cells,0.023628952,0.05649493,-0.14799967,-0.011880185,-0.017865997,0.037775535,-0.013182382,0.0042516976,-0.02761991
b.cells,-0.028882345,0.0771213,-0.17295048,-0.11888313,-0.028388724,-0.07285205,0.10327918,-0.13182448,-0.026996793
b.cells,0.022332579,0.060980145,-0.10360604,-0.04059778,-0.0054407953,0.0048622703,0.01789899,-0.009475903,0.024450192
b.cells,-0.0003472223,0.053661007,-0.17052722,-0.041917495,-0.0020872504,0.029434392,-0.009379339,0.033808164,0.056056082
b.cells,0.024127828,0.05924073,-0.118635125,-0.029673172,-0.027411366,0.035203245,-0.0030306329,-0.014993337,-0.020272743
b.cells,0.021893034,0.07441539,-0.13196106,-0.05171945,-0.012920869,-0.016252503,0.029572133,-0.021334853,-0.07313758
b.cells,0.014135205,0.04497236,-0.12007962,-0.008219186,-0.02943576,0.012855955,-0.008445206,0.023234656,-0.003772748
b.cells,0.01835487,0.05900491,-0.1369032,-0.055208743,-0.015630027,0.031762324,0.026296213,-0.009847246,0.014079698
b.cells,0.050291795,0.061484434,-0.10593219,0.0087066125,-0.005130475,-0.020623604,-0.013416103,-0.017422514,0.00069636106
b.cells,0.00737654,0.055132933,-0.13353005,-0.02224682,-0.029356971,0.035252288,-0.014514959,0.0335181,0.044239175
b.cells,0.030541826,0.06414315,-0.12323885,-0.031478263,-0.0055294614,0.019449389,-0.019001566,0.030098852,-0.02389646
b.cells,0.02684746,0.05327451,-0.12846278,0.00054693525,-0.015646309,0.008952076,0.006955065,0.009250765,0.03968709
b.cells,0.027347585,0.06844507,-0.17229569,-0.07435936,-0.020142145,0.005204316,0.038420007,-0.00489851,0.026997995
b.cells,0.04265075,0.070510514,-0.15355004,-0.0061881435,0.014684528,0.022121184,-0.01950327,0.016378287,0.0042216834
b.cells,0.039617673,0.08312977,-0.18310033,-0.046900988,-0.012474211,0.035789043,0.0021805891,0.03305216,0.043630272
b.cells,0.019894153,0.05576493,-0.12388254,-0.029949553,-0.030234102,0.031697996,0.0071984488,0.0027218757,0.023575721
b.cells,0.007966609,0.07978391,-0.16941269,-0.053524934,-0.026285587,0.032972302,-0.014768015,0.03728475,-0.0099992715
b.cells,0.04517937,0.07830969,-0.13802679,-0.0060664667,-0.005380217,0.028506238,-0.05458477,0.029936248,-0.005684194
b.cells,0.0032024402,0.040725783,-0.11105231,-0.02879658,-0.009290512,0.01600031,0.0034957712,0.00012463445,0.013097508
b.cells,0.069426626,0.057022735,-0.14382051,-0.017483167,0.0053373207,-0.011911529,0.008278556,0.027628355,0.054977592
b.cells,0.045515765,0.04375624,-0.095045686,-0.012880317,-0.018553106,-0.0006232707,-0.028224649,-0.0033114466,0.00087973604
b.cells,0.023055812,0.07042051,-0.13558574,-0.01834341,-0.010728379,0.028299509,-0.013880751,0.009254606,0.008628804
b.cells,0.005954944,0.06887389,-0.14565611,-0.02336834,-0.017753823,0.040880065,-0.019567266,0.049981616,-0.009560624
b.cells,0.009280044,0.035931304,-0.10764075,-0.0067805042,-0.023948537,0.009116683,-0.016286017,0.043358214,-0.012389481
b.cells,0.028412018,0.040830534,-0.095716774,-0.022439513,-0.016644454,0.021847675,-0.0114234565,0.033435065,-0.0035072076
b.cells,0.04529807,0.097118914,-0.19177121,-0.03198137,-0.00404016,0.0014714458,-0.010587012,0.007852828,-0.041282237
b.cells,0.02073874,0.062168512,-0.1305594,-0.02569785,-0.012749796,0.039399974,-0.006455997,0.0307895,-0.002824294
b.cells,0.024109416,0.0331282,-0.080026865,-0.024121454,-0.010440933,0.011526572,0.008303767,0.011699192,0.028137002
b.cells,0.020751476,0.057670992,-0.1561087,-0.047682814,0.006144411,0.015797228,-0.0026578093,0.03471865,-0.012498884
b.cells,0.029684933,0.044415224,-0.12627155,-0.027026804,-0.011717198,0.04140691,-0.0003295277,0.011376669,-0.0021447376
b.cells,0.011032625,0.05174401,-0.1113947,-0.0026098075,-0.007488829,0.010060904,-0.0067053963,0.025427649,0.005252393
b.cells,0.062750615,0.07712525,-0.15208705,0.0048203873,-0.03874979,0.0037987567,0.0019889756,-0.023988506,-0.00724026
b.cells,0.02751224,0.050292347,-0.17630824,-0.047585208,-0.02642646,0.03437402,-0.0058549107,0.052899078,0.011596281
b.cells,0.0361364,0.057223782,-0.12401879,-0.011750191,-0.019440502,0.04247681,-0.0009749279,-0.021414507,-0.0020562094
b.cells,0.027020901,0.061866682,-0.1451722,-0.038806047,-0.0026868589,0.03894058,0.011980902,0.011079201,0.0063460437
b.cells,0.02840926,0.0660609,-0.16331387,-0.018685456,0.009106276,0.018998118,0.0061417567,0.043458022,0.020881856
b.cells,0.036656268,0.068106234,-0.16368584,-0.04246182,-0.027120112,-0.0049263122,-0.013683368,0.014824426,0.059272416
b.cells,0.021056369,0.048842456,-0.12364032,-0.017307267,-0.0009798985,0.03662272,-0.0036311378,0.052612286,0.024727203
b.cells,0.044939768,0.07901812,-0.1729594,-0.048822656,-0.009384428,-0.012458753,0.030610668,-0.09240256,-0.0030464383
b.cells,2.9521318e-5,0.05267509,-0.16567491,-0.0810545,-0.0017296958,0.0052793236,0.033544842,-0.004900466,0.028566226
b.cells,0.01989301,0.03845974,-0.09803914,0.0037513815,-0.014517615,0.04317174,-0.008257235,0.025110913,0.034601476
b.cells,-0.0475691,0.10516323,-0.17143072,-0.14846838,-0.03523346,-0.1334597,0.16811936,-0.19958499,0.0015789686
b.cells,0.010634664,0.052629977,-0.105282515,-0.017262135,-0.030204032,0.020618914,-0.011703879,0.07626607,-0.007216081
b.cells,0.012907059,0.059926674,-0.1598008,-0.05705389,-0.0032620556,0.022913083,-0.009670195,0.053283144,0.026709143
b.cells,0.014055213,0.024225973,-0.10364053,-0.023198448,0.0057271733,0.039537456,-0.025009835,0.0502713,0.038952686
b.cells,0.033505116,0.06357874,-0.15275395,-0.02422585,-0.012141571,0.038396306,-0.013175533,0.026445188,-0.018320873
b.cells,0.007469657,0.06748727,-0.17241175,-0.06424222,-0.036913935,0.06447741,0.010336112,0.043406002,-0.028033659
b.cells,0.033253133,0.049412027,-0.102318086,0.0043834485,-0.009695544,0.0399845,-0.030294167,0.04097675,-0.006292499
b.cells,0.013367789,0.04033086,-0.099685885,-0.006458474,-0.0013696132,0.02848946,-0.02468286,0.038083617,0.014866946
b.cells,-0.040353313,0.06789456,-0.098600775,-0.08837281,0.0075152298,-0.05421825,0.066322565,-0.037712783,0.008756585
b.cells,0.03504056,0.04775465,-0.101023756,-0.0052607693,-0.014868328,0.03671962,-0.015296003,0.020670788,0.0066463607
b.cells,0.026995352,0.08179693,-0.1552609,-0.016502118,-0.013658758,-0.0053874734,0.02047044,-0.009212405,-0.013669088
b.cells,-0.0286354,0.09499645,-0.21846735,-0.17693119,-0.019674718,-0.07040719,0.1340126,-0.11973602,-0.010365862
b.cells,0.04167572,0.0956798,-0.1553274,-0.017397618,0.010990826,-0.025824377,0.026042515,-0.028127132,0.0024132158
b.cells,0.011557953,0.036062803,-0.115971796,-0.012568597,-0.021568738,0.034790803,0.0029029541,0.03272839,0.029425887
b.cells,0.015055453,0.04423444,-0.11973834,-0.030997159,0.005471255,0.039498676,-0.011409167,0.043302108,0.04562866
b.cells,0.017720526,0.04882482,-0.1267917,-0.02580093,-0.024184922,0.049937755,0.0008882896,0.034241218,-0.01874875
b.cells,0.046481755,0.05676977,-0.112316675,0.0014125498,-0.01176793,0.006260858,-0.026025238,-0.0013288418,-0.015833717
b.cells,0.0426371,0.07047692,-0.15908162,-0.038110312,-0.01617742,0.021210644,-0.010792457,-0.01052908,0.025046175
b.cells,0.008455533,0.069660924,-0.13874291,-0.050672453,-0.0050892816,0.009720834,0.011864644,0.039553475,0.0076053445
b.cells,0.03180249,0.06719534,-0.12698881,-0.0065540555,-0.015800705,0.017495036,-0.0036179079,0.0022236658,-0.025038892
b.cells,0.026172472,0.05760452,-0.13330907,-0.035313744,0.0019014677,0.040346682,-0.003512345,0.033978514,0.017709348
b.cells,0.054443706,0.059517805,-0.16173953,-0.019445794,-0.01957776,0.016743649,0.0008015875,-0.00415846,-0.039438494
b.cells,0.020807387,0.06453586,-0.13190946,-0.039652545,-0.03267959,0.010934743,0.002534103,-0.00976346,0.005778237
b.cells,0.029843694,0.03453938,-0.11019593,0.0059938706,-0.020647513,0.030632202,-0.018267995,0.045891657,0.015857592
b.cells,-0.0076384554,0.04999045,-0.0799712,-0.0049124938,-0.018572323,-0.0009769889,-0.013736444,0.027550884,0.006252602
b.cells,-0.0054909782,0.094320476,-0.21209931,-0.1265714,-0.030624004,-0.08133445,0.14934981,-0.16119657,-0.03015941
b.cells,0.028349701,0.0653902,-0.116408475,0.0041424315,-0.0042039743,0.005804503,-0.0125714615,0.024898779,-0.020761082
b.cells,0.022647673,0.054266203,-0.15740338,-0.050150506,-0.022441292,0.027484147,-0.014561944,-0.0125180045,-0.0028228862
b.cells,0.0042625116,0.036736675,-0.09686821,-0.0111454,-0.013042564,0.031839572,0.0016894306,0.0323811,-0.008147702
b.cells,0.027510721,0.03160069,-0.13265157,-0.04736988,2.7237113e-5,0.046090312,-0.019459175,0.042960055,0.02718992
b.cells,0.057870675,0.06244571,-0.12976037,0.006292823,-0.01587319,0.035269383,-0.04041591,0.029738624,-0.0011449917
b.cells,0.011580503,0.058575574,-0.13564596,-0.04646624,-0.019481873,0.03331771,-0.021936746,0.035205144,-0.007998229
b.cells,0.026261808,0.031742364,-0.0904827,-0.005307861,-0.005299125,0.032662995,-0.016682694,0.029045042,0.015530871
b.cells,0.013013576,0.031640463,-0.08799324,-0.044260353,0.0019152702,0.0058080656,-0.012863298,-0.0014650505,0.008747501
b.cells,0.025415862,0.06382041,-0.10854854,0.0027837679,0.0070793126,0.016432406,-0.029592603,0.013586799,-0.023344878
b.cells,0.0364085,0.03651826,-0.10881746,-0.029554069,-0.0067304415,-0.04095514,-0.0008381706,-0.013298052,0.07050163
b.cells,0.013842207,0.04451688,-0.09289927,-0.041071687,-0.011885136,0.041614335,-0.0007218344,0.029856466,0.0035128442
b.cells,0.024774542,0.05447906,-0.15985425,-0.0072832773,-0.026990218,0.01428331,0.011285821,0.0145849725,-0.04064152
b.cells,0.02730238,0.048290085,-0.11850853,-0.021947507,-0.012701324,0.030655809,-0.010799414,0.013551672,-0.025670337
b.cells,0.010639557,0.037237354,-0.137367,-0.04147169,-0.0024844082,0.025245627,0.009789607,0.042133242,0.04885235
b.cells,0.020112248,0.05551162,-0.1314946,-0.02353145,-0.016942896,0.053277124,-0.0048289336,0.04195536,-0.00543483
b.cells,0.0067956606,0.049769707,-0.12499872,-0.03292038,0.011561323,0.024094056,-0.026498634,0.036783293,0.010758993
b.cells,0.012811191,0.06916076,-0.17000209,-0.045749348,-0.02705665,0.036848135,-0.015783537,0.04540794,-0.04245312
b.cells,0.03341038,0.07214422,-0.16079532,-0.024892656,-0.013878433,0.021658255,0.027808614,-0.01026681,-0.0006095166
b.cells,0.027186286,0.045426514,-0.09401643,0.0029881073,0.009229462,0.028047986,-0.041520964,0.021546554,-0.019971041
b.cells,0.066385664,0.057191778,-0.13444038,0.011878922,-0.011233773,0.019318487,-0.015191029,0.01812383,-0.017786965
b.cells,-0.008985794,0.09132015,-0.19256152,-0.10209142,-0.024299283,-0.0636674,0.12501734,-0.14209245,-0.0017773199
b.cells,0.023692291,0.05706345,-0.13459711,-0.020714818,0.0031561186,-0.0017895328,0.011340814,-0.0054359925,-0.005902885
b.cells,0.02451844,0.042481545,-0.11187652,-0.02205499,-0.003973785,0.027176352,-0.0023462435,0.012897741,-0.011648214
b.cells,0.021250296,0.054420765,-0.13774577,-0.03150406,-0.016811622,0.04872887,-0.004887511,0.008759626,-0.010115717
b.cells,0.01738198,0.055348936,-0.120497614,-0.039407358,-0.014985306,0.05628777,-0.0069933995,0.029274011,0.00536261
b.cells,0.038597077,0.04653281,-0.12231189,-0.02015447,-0.028527804,0.051617026,-0.033948854,0.029090216,-0.021165863
b.cells,0.029544191,0.04101495,-0.13214457,-0.047016572,-0.024027087,0.03798802,0.0027918646,0.030610068,0.030983798
b.cells,0.023915144,0.057053022,-0.13220775,-0.021161607,-0.019625133,-0.0090259705,-0.0061222496,0.031459045,0.0130204465
b.cells,-0.024801267,0.10025013,-0.16964756,-0.113334075,-0.025094248,-0.099040695,0.11826939,-0.17823352,-0.027901735
b.cells,0.006621506,0.04057782,-0.092258886,-0.023959098,-0.013320064,0.019987717,-0.0069088186,0.01261635,-0.024859842
b.cells,0.0316085,0.06324834,-0.121748745,-0.044359125,-0.015876215,0.031973418,-0.013181204,-0.031906128,-0.035108954
b.cells,0.016159412,0.028171917,-0.06182154,-0.022950187,0.0060118916,0.042328052,0.008270186,0.05866238,-0.0072169355
b.cells,0.028069021,0.07040458,-0.15909223,-0.042927142,0.0022488432,-0.031299982,0.042575974,-0.048097372,-0.005494837
b.cells,0.027821017,0.062342945,-0.14732967,-0.04388419,-0.0056796926,0.0052782455,0.013846378,-0.05394874,-0.027386324
b.cells,0.0028889938,0.06714785,-0.15032826,-0.10236308,-0.019543031,-0.031003527,0.08844664,-0.064883515,-0.023337139
b.cells,0.052985713,0.062859416,-0.12860616,-0.022810135,-0.022201076,-0.0064328276,-0.0025339166,-0.04920336,-0.022138914
b.cells,0.06042824,0.06609778,-0.11482172,0.017101206,-0.0015970009,-0.031523097,0.009989798,-0.0022643858,0.027004113
b.cells,0.03813141,0.04630037,-0.13044354,-0.013653373,-0.0017325222,-0.0031375885,-0.007164278,0.049345557,0.029383194
b.cells,-0.031817134,0.081689045,-0.15904866,-0.1475367,-0.0025915087,-0.07734549,0.12550083,-0.10839183,-0.041470133
b.cells,0.04687387,0.059531823,-0.1603005,-0.014562729,-0.0030143552,0.011285239,-0.018097576,-0.02141101,0.014355797
b.cells,-0.0018811238,0.099343695,-0.14904352,-0.051369756,0.010553105,-0.105675705,0.05334607,-0.07442812,0.0046520233
b.cells,-0.0063391845,0.063022316,-0.14767641,-0.056689303,-0.011861914,0.020712957,0.05042715,0.009020733,0.00055748125
b.cells,0.008239909,0.042307664,-0.122140825,-0.03824266,-0.030806322,0.036210764,-0.012285936,0.029856997,-0.0059232535
b.cells,0.010877904,0.048682988,-0.11048357,-0.016664896,-0.012708465,-0.0006131874,-0.0028709546,0.004054199,0.0016200314
b.cells,-0.019987805,0.024910096,-0.08608015,-0.06451495,-0.0071842996,0.002082772,0.026681008,0.021401573,0.02004998
b.cells,0.036426272,0.038071718,-0.10949509,-0.02795695,-0.021776687,0.014288537,0.0055219363,0.002458513,0.012727679
b.cells,0.006223547,0.034546595,-0.076211296,-0.019108761,0.0025581175,0.014450108,0.019146614,0.010030396,-0.021641089
b.cells,0.01651541,0.08967056,-0.2055144,-0.06687931,-0.01896874,-0.004952611,0.032259464,-0.004754957,0.009077623
b.cells,0.01564753,0.051372394,-0.12239109,-0.05349297,-0.02130183,-0.024911387,-0.00076931797,-0.03288328,0.059272576
b.cells,-0.004485898,0.10439244,-0.20949532,-0.07644857,-0.033214096,-0.016889237,0.04639916,-0.035552494,-0.07630323
b.cells,0.052889477,0.06860579,-0.1560368,-0.009970051,0.010551103,0.027218927,-0.017348737,0.037186883,0.02033173
b.cells,-0.007329762,0.05093424,-0.117634796,-0.035257462,-0.014923566,0.047127545,-0.011699719,0.03880734,-0.0027663999
b.cells,0.02822413,0.05776791,-0.14298455,-0.048803344,0.00071514054,-0.0076710414,0.0034956145,0.0014574386,0.022142902
b.cells,0.0018334449,0.03411267,-0.07214819,0.0016429788,-0.02379951,0.036971185,-0.007997784,0.027483424,-0.00880391
b.cells,0.042206235,0.05912762,-0.16723832,-0.04154026,-0.0018119052,0.030370563,-0.010981414,0.026637275,0.017754667
b.cells,0.04502747,0.04194753,-0.113559216,-0.0039451006,-0.0031977477,0.03869889,-0.03974414,0.026813315,-0.051336613
b.cells,0.017484099,0.05423031,-0.13682634,-0.05681193,-0.025559364,0.046031322,0.0025522402,0.02574067,0.022651343
b.cells,-0.02909854,0.093508825,-0.18339805,-0.111358576,-0.03752435,-0.061621852,0.057820167,-0.06836927,-0.029219167
b.cells,0.00839386,0.056716118,-0.13407959,-0.032917153,-0.0035249493,0.027079811,0.008217686,0.040107597,-0.01867081
b.cells,0.0234836,0.07002827,-0.13236338,-0.03552816,-0.011897622,0.007776056,0.0026904684,0.03974116,0.020414019
b.cells,0.031790458,0.048550885,-0.13496828,-0.010410127,-0.020512473,0.03261234,-0.0007243038,0.026372336,-0.0075008147
b.cells,-0.01818356,0.09959123,-0.13677232,-0.07636456,0.003207063,-0.086028524,0.050601903,-0.083698325,-0.04311876
b.cells,0.020874394,0.067800745,-0.14446518,-0.035735417,-0.012634229,0.023351846,0.013377122,0.02337175,0.0063874708
b.cells,0.032277767,0.06305111,-0.07508851,-0.006129878,-0.010693642,-0.014055093,0.0015905582,0.008154131,-0.02871961
b.cells,0.025344469,0.023325585,-0.1044981,-0.014255966,-0.008958803,0.048202675,-0.017886681,0.037120596,0.023044782
b.cells,-0.004292363,0.020485561,-0.09063123,-0.06388523,-0.01923997,0.03457926,0.0049188444,0.009896939,-0.0059439563
